turn,player,agent,moved_pair,p1_move,p1_direction,p2_move,p2_direction,p1_score,p2_score,board_matrix_flattened
1,p1,random,"[3, 5]","[6, 2] -> [5, 1]",Up-Left,"[6, 4] -> [5, 5]",Up-Right,0,0,[ 0  0 -2  0 -4  0  0] | [-1  0  0  0  0  0 -6] | [ 0  0 -3  0 -5  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  2  0  4  0  0]
2,p2,random,"[-2, -3]","[0, 2] -> [1, 2]",Down,"[2, 2] -> [3, 1]",Down-Left,0,0,[ 0  0  0  0 -4  0  0] | [-1  0 -2  0  0  0 -6] | [ 0  0  0  0 -5  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 0  3  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  2  0  4  0  0]
3,p1,random,"[3, 5]","[5, 1] -> [6, 2]",Down-Right,"[5, 5] -> [4, 5]",Up,0,0,[ 0  0  0  0 -4  0  0] | [-1  0 -2  0  0  0 -6] | [ 0  0  0  0 -5  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [ 0  0  3  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  2  0  4  0  0]
4,p2,random,"[-2, -1]","[1, 2] -> [0, 2]",Up,"[1, 0] -> [0, 0]",Up,0,0,[-1  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0 -5  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0  5  0] | [ 0  0  0  0  0  0  0] | [ 0  0  3  0  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  2  0  4  0  0]
5,p1,random,"[4, 3]","[8, 4] -> [7, 4]",Up,"[6, 2] -> [5, 1]",Up-Left,0,0,[-1  0 -2  0 -4  0  0] | [ 0  0  0  0  0  0 -6] | [ 0  0  0  0 -5  0  0] | [ 0 -3  0  0  0  0  0] | [ 0  0  0  0  0  5  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  4  0  6] | [ 0  0  2  0  0  0  0]
6,p2,random,"[-5, -4]","[2, 4] -> [3, 4]",Down,"[0, 4] -> [1, 4]",Down,0,0,[-1  0 -2  0  0  0  0] | [ 0  0  0  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [ 0 -3  0  0 -5  0  0] | [ 0  0  0  0  0  5  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  0  0  4  0  6] | [ 0  0  2  0  0  0  0]
7,p1,random,"[6, 4]","[7, 6] -> [7, 5]",Left,"[7, 4] -> [6, 3]",Up-Left,0,0,[-1  0 -2  0  0  0  0] | [ 0  0  0  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [ 0 -3  0  0 -5  0  0] | [ 0  0  0  0  0  5  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  4  0  0  0] | [ 1  0  0  0  0  6  0] | [ 0  0  2  0  0  0  0]
8,p2,random,"[-5, -3]","[3, 4] -> [4, 3]",Down-Left,"[3, 1] -> [4, 0]",Down-Left,0,0,[-1  0 -2  0  0  0  0] | [ 0  0  0  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  0  0] | [-3  0  0 -5  0  5  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  4  0  0  0] | [ 1  0  0  0  0  6  0] | [ 0  0  2  0  0  0  0]
9,p1,random,"[6, 5]","[7, 5] -> [7, 6]",Right,"[4, 5] -> [3, 5]",Up,0,0,[-1  0 -2  0  0  0  0] | [ 0  0  0  0 -4  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  0  5  0] | [-3  0  0 -5  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  4  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  2  0  0  0  0]
10,p2,random,"[-4, -6]","[1, 4] -> [2, 4]",Down,"[1, 6] -> [0, 6]",Up,0,0,[-1  0 -2  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -4  0  0] | [ 0  0  0  0  0  5  0] | [-3  0  0 -5  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  4  0  0  0] | [ 1  0  0  0  0  0  6] | [ 0  0  2  0  0  0  0]
11,p1,random,"[1, 6]","[7, 0] -> [8, 0]",Down,"[7, 6] -> [8, 5]",Down-Left,0,0,[-1  0 -2  0  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0 -4  0  0] | [ 0  0  0  0  0  5  0] | [-3  0  0 -5  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  4  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  2  0  0  6  0]
12,p2,random,"[-2, -4]","[0, 2] -> [0, 3]",Right,"[2, 4] -> [2, 3]",Left,0,0,[-1  0  0 -2  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  0  5  0] | [-3  0  0 -5  0  0  0] | [ 0  3  0  0  0  0  0] | [ 0  0  0  4  0  0  0] | [ 0  0  0  0  0  0  0] | [ 1  0  2  0  0  6  0]
13,p1,random,"[4, 6]","[6, 3] -> [5, 4]",Up-Right,"[8, 5] -> [7, 4]",Up-Left,0,0,[-1  0  0 -2  0  0 -6] | [ 0  0  0  0  0  0  0] | [ 0  0  0 -4  0  0  0] | [ 0  0  0  0  0  5  0] | [-3  0  0 -5  0  0  0] | [ 0  3  0  0  4  0  0] | [ 0  0  0  0  0  0  0] | [ 0  0  0  0  6  0  0] | [ 1  0  2  0  0  0  0]
